"stableKey","sourceField","sourceToken","sourceSemanticFacts","existingCanonicalFactsBefore","canonicalFactsAfter","lostFacts","unsupportedNewFacts","duplicatedFacts","informationStatus"
"dumbbell_preacher_curl","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=BICEPS_LOCAL_LOAD|BICEPS_TENDON_STRESS|ELBOW_FLEXION_LOAD|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_FOREARM_LOAD|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC;muscles=BICEPS|CORE|FOREARM;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=GRIP_ENDURANCE","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=GRIP_ENDURANCE","axes=;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"dumbbell_rear_delt_fly","legacy derived badminton transfer inference","forceType=BRACE;plane=TRANSVERSE;laterality=BILATERAL;fatigue=ANTI_ROTATION|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|POSTERIOR_DELTOID_LOCAL_LOAD|ROTATOR_CUFF_TENDON_STRESS|SCAPULAR_RETRACTION_LOAD|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC;muscles=CORE|DEEP_CORE|OBLIQUE|REAR_DELT|RHOMBOID|ROTATOR_CUFF|SCAPULAR_STABILIZERS|SHOULDER;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=ROTATOR_CUFF_CONTROL|SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"dumbbell_reverse_wrist_curl","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=FOREARM_EXTENSOR_TENDON_STRESS|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_FOREARM_LOAD|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC|WRIST_CONTROL_LOAD|WRIST_STABILITY_STRESS;muscles=BACK|CORE|FOREARM|GRIP;roles=GRIP_WRIST_SUPPORTIVE;skills=DRIVE|NET_PLAY;qualities=GRIP_ENDURANCE","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=VERY_HIGH","level=SUPPORTIVE;types=GRIP_WRIST_SUPPORTIVE;skills=DRIVE|NET_PLAY;qualities=GRIP_ENDURANCE","axes=RACKET_SUPPORT;objectives=;fatigueCost=VERY_HIGH","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"dumbbell_romanian_deadlift","legacy derived badminton transfer inference","forceType=HINGE;plane=SAGITTAL;laterality=BILATERAL;fatigue=CORE_BRACING_LOAD|FOREARM_FLEXOR_TENDON_STRESS|GLUTE_LOAD|GRIP_FOREARM|GRIP_LOAD|HAMSTRING_LOAD|HAMSTRING_TENDON_STRESS|HEAVY_LOAD|HINGE_POSTERIOR_CHAIN_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|SYSTEMIC;muscles=CORE|ERECTOR_SPINAE|FOREARM|GLUTE|HAMSTRING;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=RACKET_SUPPORT|UNILATERAL_STABILITY;objectives=;fatigueCost=VERY_HIGH","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=;fatigueCost=VERY_HIGH","removedAxes=RACKET_SUPPORT|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"dumbbell_romanian_deadlift","reviewed intrinsic load and movement relations","HEAVY_COMPOUND_BRACING","Loaded hinge requires axial bracing","Intrinsic movement/load relations without explicit axial-bracing label","MOVEMENT_PATTERN:AXIAL_BRACING","NONE","NONE","NONE","LOSSLESS_WITH_EXISTING_OWNER_EXTENSION"
"dumbbell_single_leg_rdl","legacy derived badminton transfer inference","forceType=HINGE;plane=SAGITTAL;laterality=UNILATERAL;fatigue=CORE_BRACING_LOAD|GLUTE_LOAD|HAMSTRING_LOAD|HAMSTRING_TENDON_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|HIP_STABILITY_LOAD|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|SYSTEMIC|UNILATERAL_LOWER_STABILITY_STRESS;muscles=CORE|ERECTOR_SPINAE|GLUTE|HAMSTRING;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"dumbbell_spider_curl","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=BICEPS_LOCAL_LOAD|BICEPS_TENDON_STRESS|ELBOW_FLEXION_LOAD|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_FOREARM_LOAD|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC;muscles=BICEPS|CHEST|CORE|FOREARM;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=GRIP_ENDURANCE","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=GRIP_ENDURANCE","axes=;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"dumbbell_woodchop","legacy derived badminton transfer inference","forceType=ROTATE;plane=TRANSVERSE;laterality=UNILATERAL;fatigue=CORE_BRACING_LOAD|GRIP_FOREARM|HIP_ROTATIONAL_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|OVERHEAD_REPETITION|ROTATIONAL_CORE_STABILITY_STRESS|ROTATION_POWER|ROTATION_POWER_LOAD|SHOULDER_JOINT_STABILITY_STRESS|STABILITY_COORDINATION_LOAD|SYSTEMIC;muscles=CORE|DEEP_CORE|FOREARM|GLUTE|OBLIQUE|SHOULDER;roles=GRIP_FOREARM|ROTATION_POWER|ROTATION_POWER_SUPPORTIVE|SHOULDER_CARE;skills=ROTATION_SEQUENCING;qualities=CORE_BRACING|ROTATIONAL_STRENGTH","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=ROTATION_POWER;fatigueCost=MEDIUM","level=SUPPORTIVE;types=ROTATION_POWER_SUPPORTIVE;skills=ROTATION_SEQUENCING;qualities=CORE_BRACING|ROTATIONAL_STRENGTH","axes=ROTATION_CONTROL;objectives=ROTATION_POWER;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_1052e9fa","legacy derived badminton transfer inference","forceType=SQUAT;plane=SAGITTAL;laterality=UNILATERAL;fatigue=GLUTE_LOAD|HIP_CONTROL_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_VALGUS_CONTROL_STRESS|LOCAL_MUSCLE|LUMBOPELVIC_CONTROL_STRESS|NEURAL_HEAVY|PATELLAR_TENDON_STRESS|QUAD_LOAD|SINGLE_LEG_STABILITY_LOAD|SYSTEMIC|UNILATERAL_CONTROL_LOAD|UNILATERAL_LOWER_STABILITY_STRESS;muscles=CORE|GLUTE|HAMSTRING|HIP_ADDUCTOR|QUADRICEPS;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_149730de","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=JOINT_RANGE_CONTROL_STRESS|LOCAL_MUSCLE|LOW_FATIGUE_REHAB|MOBILITY_CONTROL_LOAD|MOBILITY_RECOVERY_STRESS|NEURAL_HEAVY|SYSTEMIC;muscles=CALF|CORE;roles=;skills=;qualities=","axes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;objectives=;fatigueCost=MEDIUM","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_16b298db","legacy derived badminton transfer inference","forceType=BRACE;plane=FRONTAL;laterality=UNILATERAL;fatigue=GLUTE_MED_LOCAL_LOAD|GLUTE_MED_TENDON_STRESS|HIP_ABDUCTION_LOAD|HIP_PELVIS_STABILITY_STRESS|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC;muscles=CALF|CORE|DEEP_CORE|GLUTE|GLUTE_MEDIUS;roles=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|ROTATION_CONTROL|UNILATERAL_STABILITY;objectives=ACCELERATION;fatigueCost=VERY_HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=FRONTAL_PLANE_CONTROL|HIP_CONTROL|HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE|SINGLE_LEG_STABILITY","axes=;objectives=ACCELERATION;fatigueCost=VERY_HIGH","removedAxes=LATERAL_MOVEMENT|LOW_FATIGUE_CONTROL|ROTATION_CONTROL|UNILATERAL_STABILITY;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_1a4858d7","legacy derived badminton transfer inference","forceType=LAND;plane=MULTI_PLANAR;laterality=UNILATERAL;fatigue=ACCELERATION_DECELERATION_LOAD|ACHILLES_TENDON_STRESS|CHANGE_OF_DIRECTION_LOAD|COURT_SPORT_MOVEMENT_STRESS|DECELERATION|DIRECTION_CHANGE_IMPACT_STRESS|ELASTIC_SSC|HIP_ROTATIONAL_CONTROL_STRESS|JUMP_LANDING_IMPACT_STRESS|JUMP_LANDING_LOAD|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|OTHER_SPORT_SESSION|OVERHEAD_REPETITION|PATELLAR_TENDON_STRESS|REACTION_DECISION_LOAD|REACTIVE_MOVEMENT_LOAD|SYSTEMIC;muscles=CALF|CORE|GLUTE|QUADRICEPS|SHOULDER;roles=JUMP_LANDING;skills=;qualities=JUMP_LANDING|RECOVERY_STEP","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|RACKET_SUPPORT|UNILATERAL_STABILITY;objectives=FOOTWORK|JUMP_LANDING;fatigueCost=HIGH","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=HIGH","removedAxes=DECELERATION_LANDING|LATERAL_MOVEMENT|RACKET_SUPPORT|UNILATERAL_STABILITY;removedObjectives=FOOTWORK|JUMP_LANDING","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_1a4bbdcf","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=MULTI_PLANAR;laterality=UNILATERAL;fatigue=ACCELERATION_DECELERATION_LOAD|ACHILLES_TENDON_STRESS|AEROBIC_ANAEROBIC_LOAD|CHANGE_OF_DIRECTION_LOAD|COURT_SPORT_MOVEMENT_STRESS|DECELERATION|DIRECTION_CHANGE_IMPACT_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|OTHER_SPORT_SESSION|OVERHEAD_REPETITION|PATELLAR_TENDON_STRESS|REACTION_DECISION_LOAD|REPEATED_SPRINT_LOAD|SYSTEMIC;muscles=CALF|CORE|GLUTE|QUADRICEPS|SHOULDER;roles=CONDITIONING;skills=;qualities=RECOVERY_STEP","axes=AEROBIC_FOOTWORK|DECELERATION_LANDING|LATERAL_MOVEMENT|RACKET_SUPPORT|UNILATERAL_STABILITY;objectives=CONDITIONING|FOOTWORK;fatigueCost=HIGH","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=HIGH","removedAxes=AEROBIC_FOOTWORK|DECELERATION_LANDING|LATERAL_MOVEMENT|RACKET_SUPPORT|UNILATERAL_STABILITY;removedObjectives=CONDITIONING|FOOTWORK","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_1c7f2342","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=MULTI_PLANAR;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|BADMINTON_DIRECT_TRANSFER|BADMINTON_FOOTWORK|COURT_DECELERATION_IMPACT|COURT_SPORT_MOVEMENT_STRESS|DECELERATION|DECELERATION_LOAD|DECISION_MAKING_LOAD|ELASTIC_SSC|ELASTIC_SSC_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|PATELLAR_TENDON_STRESS|REACTION_LOAD|SYSTEMIC|VISUAL_TRACKING_LOAD;muscles=CORE|DEEP_CORE;roles=CHANGE_OF_DIRECTION_DIRECT|DECELERATION|FOOTWORK|FOOTWORK_DIRECT|REACTION|REACTION_DECISION_DIRECT;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE|FIRST_STEP|SPLIT_STEP;qualities=ANKLE_STIFFNESS|DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|REACTIVE_AGILITY|RECOVERY_STEP|SINGLE_LEG_STABILITY","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|DECELERATION|FOOTWORK|REACTION;fatigueCost=HIGH","level=DIRECT;types=CHANGE_OF_DIRECTION_DIRECT|FOOTWORK_DIRECT|REACTION_DECISION_DIRECT;skills=CHANGE_OF_DIRECTION|DEFENSIVE_COVERAGE|FIRST_STEP|SPLIT_STEP;qualities=ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY|SINGLE_LEG_STABILITY","axes=DECELERATION_LANDING|LATERAL_MOVEMENT;objectives=ACCELERATION|DECELERATION|FOOTWORK;fatigueCost=HIGH","removedAxes=UNILATERAL_STABILITY;removedObjectives=REACTION","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_1cf51b6b","legacy derived badminton transfer inference","forceType=DECELERATE;plane=SAGITTAL;laterality=BILATERAL;fatigue=DECELERATION|ECCENTRIC_TENDON_STRESS|ELASTIC_SSC|HAMSTRING_LOAD|HAMSTRING_TENDON_STRESS|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_ROTATIONAL_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|REPEATED_PATTERN_LOAD|SYSTEMIC;muscles=CORE|HAMSTRING;roles=JUMP_LANDING|LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=HIP_KNEE_EXTENSION_STRENGTH|JUMP_LANDING|LOWER_BODY_FORCE|RECOVERY_STEP","axes=DECELERATION_LANDING|LATERAL_MOVEMENT;objectives=ACCELERATION|FOOTWORK|JUMP_LANDING;fatigueCost=VERY_HIGH","level=SUPPORTIVE;types=LOWER_BODY_SUPPORTIVE;skills=CHANGE_OF_DIRECTION|FIRST_STEP;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=ACCELERATION;fatigueCost=VERY_HIGH","removedAxes=DECELERATION_LANDING|LATERAL_MOVEMENT;removedObjectives=FOOTWORK|JUMP_LANDING","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_1dbee10e","legacy derived badminton transfer inference","forceType=PUSH;plane=TRANSVERSE;laterality=BILATERAL;fatigue=ANTERIOR_DELTOID_LOAD|HORIZONTAL_PUSH_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|PECTORAL_LOAD|PECTORAL_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|BACK|CHEST|CORE|SCAPULAR_STABILIZERS|TRICEPS;roles=SHOULDER_CARE;skills=;qualities=","axes=RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_2055b629","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=MULTI_PLANAR;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|COURT_DECELERATION_IMPACT|COURT_SPORT_MOVEMENT_STRESS|DECELERATION|DECELERATION_LOAD|ELASTIC_SSC|ELASTIC_SSC_LOAD|GENERAL_COURT_SPORT|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|MOTOR_LEARNING_LOAD|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|PATELLAR_TENDON_STRESS|SYSTEMIC;muscles=CORE|DEEP_CORE;roles=ANKLE_CALF_SSC_SUPPORTIVE|DECELERATION|FOOTWORK|LOWER_BODY_SUPPORTIVE|REACTION;skills=;qualities=ANKLE_STIFFNESS|DECELERATION|FIRST_STEP|MULTI_DIRECTION|REACTION_RANDOM|REACTIVE_AGILITY|RECOVERY_STEP","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|DECELERATION|FOOTWORK|REACTION;fatigueCost=HIGH","level=SUPPORTIVE;types=ANKLE_CALF_SSC_SUPPORTIVE|LOWER_BODY_SUPPORTIVE;skills=;qualities=ANKLE_STIFFNESS|DECELERATION|REACTIVE_AGILITY","axes=DECELERATION_LANDING;objectives=DECELERATION;fatigueCost=HIGH","removedAxes=LATERAL_MOVEMENT|UNILATERAL_STABILITY;removedObjectives=ACCELERATION|FOOTWORK|REACTION","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_216351a1","legacy derived badminton transfer inference","forceType=ACCELERATE;plane=MULTI_PLANAR;laterality=UNILATERAL;fatigue=ACHILLES_TENDON_STRESS|BADMINTON_DIRECT_TRANSFER|BADMINTON_FOOTWORK|BADMINTON_LUNGE_REACH|COURT_DECELERATION_IMPACT|COURT_SPORT_MOVEMENT_STRESS|DECELERATION|DECELERATION_LOAD|DECISION_MAKING_LOAD|ELASTIC_SSC|ELASTIC_SSC_LOAD|HIP_ROTATIONAL_CONTROL_STRESS|KNEE_ANKLE_STABILITY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|NEURAL_SPEED|NEURAL_SPEED_LOAD|PATELLAR_TENDON_STRESS|REACTION_LOAD|SYSTEMIC|VISUAL_TRACKING_LOAD;muscles=CORE|DEEP_CORE;roles=CONDITIONING|FOOTWORK|FOOTWORK_DIRECT|LUNGE_REACH_DIRECT|REACTION_DECISION_DIRECT;skills=DEFENSIVE_COVERAGE|FIRST_STEP|FRONT_COURT_LUNGE|LATERAL_LUNGE|SPLIT_STEP;qualities=DECELERATION|FIRST_STEP|HIP_CONTROL|MULTI_DIRECTION|REACTIVE_AGILITY|RECOVERY_STEP|SINGLE_LEG_STABILITY","axes=AEROBIC_FOOTWORK|DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|CONDITIONING|DECELERATION|FOOTWORK;fatigueCost=HIGH","level=DIRECT;types=FOOTWORK_DIRECT|LUNGE_REACH_DIRECT|REACTION_DECISION_DIRECT;skills=DEFENSIVE_COVERAGE|FIRST_STEP|FRONT_COURT_LUNGE|LATERAL_LUNGE|SPLIT_STEP;qualities=DECELERATION|HIP_CONTROL|REACTIVE_AGILITY|SINGLE_LEG_STABILITY","axes=DECELERATION_LANDING|LATERAL_MOVEMENT|UNILATERAL_STABILITY;objectives=ACCELERATION|DECELERATION|FOOTWORK;fatigueCost=HIGH","removedAxes=AEROBIC_FOOTWORK;removedObjectives=CONDITIONING","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_27b3deb5","legacy derived badminton transfer inference","forceType=PUSH;plane=TRANSVERSE;laterality=BILATERAL;fatigue=ANTERIOR_DELTOID_LOAD|GRIP_FOREARM|HORIZONTAL_PUSH_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|PECTORAL_LOAD|PECTORAL_TENDON_STRESS|SHOULDER_SCAPULAR_STABILITY_STRESS|SYSTEMIC|TRICEPS_LOAD|TRICEPS_TENDON_STRESS;muscles=ANTERIOR_DELTOID|CHEST|CORE|FOREARM|GRIP|SHOULDER|TRICEPS;roles=GRIP_FOREARM|SHOULDER_CARE;skills=;qualities=","axes=RACKET_SUPPORT;objectives=;fatigueCost=VERY_HIGH","level=NONE;types=;skills=;qualities=","axes=;objectives=;fatigueCost=VERY_HIGH","removedAxes=RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_281347da","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=BICEPS_LOCAL_LOAD|BICEPS_TENDON_STRESS|ELBOW_FLEXION_LOAD|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_FOREARM_LOAD|ISOLATION_ACCESSORY_STRESS|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC;muscles=BICEPS|CORE|FOREARM;roles=GENERAL_STRENGTH_SUPPORTIVE|GRIP_FOREARM;skills=;qualities=GRIP_ENDURANCE","axes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=GRIP_ENDURANCE","axes=;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|RACKET_SUPPORT|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_2822ec2e","legacy derived badminton transfer inference","forceType=BRACE;plane=SAGITTAL;laterality=BILATERAL;fatigue=HAMSTRING_LOCAL_LOAD|HAMSTRING_TENDON_STRESS|ISOLATION_ACCESSORY_STRESS|KNEE_FLEXION_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|SYSTEMIC;muscles=CALF|CORE|DEEP_CORE|HAMSTRING;roles=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;objectives=;fatigueCost=LOW","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=HIP_KNEE_EXTENSION_STRENGTH|LOWER_BODY_FORCE","axes=;objectives=;fatigueCost=LOW","removedAxes=LOW_FATIGUE_CONTROL|ROTATION_CONTROL;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
"ex_282a9d87","legacy derived badminton transfer inference","forceType=PULL;plane=TRANSVERSE;laterality=BILATERAL;fatigue=BICEPS_LOAD|BICEPS_TENDON_STRESS|ELBOW_JOINT_STRESS|FOREARM_FLEXOR_TENDON_STRESS|GRIP_FOREARM|GRIP_LOAD|HORIZONTAL_ROW_STRESS|LAT_LOAD|LOCAL_MUSCLE|NEURAL_HEAVY|OVERHEAD_REPETITION|REAR_DELTOID_LOAD|SCAPULAR_STABILITY_LOAD|SHOULDER_JOINT_STABILITY_STRESS|SYSTEMIC|UPPER_BACK_LOAD;muscles=BICEPS|CORE|DEEP_CORE|FOREARM|LAT|REAR_DELT|RHOMBOID|SCAPULAR_STABILIZERS|SHOULDER;roles=GENERAL_STRENGTH_SUPPORTIVE|GRIP_FOREARM|SHOULDER_CARE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=RACKET_SUPPORT;objectives=;fatigueCost=MEDIUM","level=GENERAL;types=GENERAL_STRENGTH_SUPPORTIVE;skills=;qualities=SCAPULAR_CONTROL|SHOULDER_DURABILITY","axes=;objectives=;fatigueCost=MEDIUM","removedAxes=RACKET_SUPPORT;removedObjectives=","NONE","NONE","INTENTIONAL_OBSOLETE_INFORMATION_REMOVED"
