stableKey,name,category,detail1,detail2,mode,description,defaultRestSeconds,familyId,familyName,familyRole,familyE1rmMultiplier,movementPattern,movementCategory,primaryMuscles,secondaryMuscles,equipment,equipmentTags,compoundType,forceType,bodyRegion,plane,laterality,axialLoadLevel,stabilityRoles,sportTransferDirect,sportTransferSupportive,badmintonTransferRoles,fatigueCategories,adaptiveBaselineGroups,accessoryRoles,loadProfile,recoveryDecayProfile,systemicLoadWeight,neuralHeavyWeight,neuralSpeedWeight,localLoadWeight,decelerationWeight,elasticSscWeight,rotationPowerWeight,antiRotationWeight,overheadSwingWeight,gripLoadWeight,progressMetricType,strengthProgressionGroup,hypertrophyVolumeGroup,mainLiftGroup,accessoryContributionGroup,estimated1RmEligible,volumeLoadEligible,badmintonTransferStrength,courtMovementTypes,badmintonSkillTargets,jointStressTags,stabilityDemandLevel,mobilityDemandLevel,balanceContributionTags,analysisEligibility,activityKind,planningEligibility,metadataConfidence,imageAssetName,isActive,archivedAt,isCustom,needsReview
ex_4aa3725a,머신 숄더프레스,근력운동,전면삼각근/측면삼각근,삼두근/견갑안정근,"머신, 무게*횟수",등받이에 기대어 어깨 위로 밀어 올린다. 몸통 안정성이 부족한 초보자가 어깨 프레스 힘을 쌓기 좋다.,90,vertical_press,수직 프레스,PRIMARY,1.08,PUSH_VERTICAL,STRENGTH,"BACK,ANTERIOR_DELTOID,LATERAL_DELTOID,SHOULDER,SCAPULAR_STABILIZERS,TRICEPS,CORE,DEEP_CORE",DEEP_CORE,MACHINE,MACHINE,COMPOUND,PUSH,UPPER,SAGITTAL,BILATERAL,NONE,"ANTI_ROTATION,TRUNK_CONTROL,SCAPULAR_STABILITY",,"COD_SUPPORT,TRUNK_CONTROL_SUPPORT,SHOULDER_STABILITY_SUPPORT",SHOULDER_CARE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,OVERHEAD_REPETITION","UPPER_PUSH,SHOULDER_OVERHEAD","SHOULDER_ACCESSORY,SHOULDER_ISOLATION,ARM_ACCESSORY,TRICEPS_ISOLATION,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",SHOULDER_STRESS_LOW,SHORT,0.5,0.5,0,0.5,0,0,0,0,0.5,0,ESTIMATED_1RM,UPPER_PUSH_VERTICAL,BACK,OVERHEAD_PRESS,SHOULDER_CARE,YES,YES,SUPPORTIVE,NONE,SHOULDER_DURABILITY,"SHOULDER,ELBOW",LOW,MODERATE,"UPPER_PUSH,SHOULDER_CARE,SCAPULAR_STABILITY","FATIGUE,STRENGTH_PROGRESS,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_4c76dbb2,케이블 풀스루,근력운동,둔근/햄스트링,척추기립근/코어,"케이블, 무게*횟수",케이블을 다리 사이로 잡고 엉덩이를 뒤로 보냈다가 편다. 허리보다 둔근과 햄스트링으로 마무리한다.,75,케이블_풀스루,케이블 풀스루,PRIMARY,1,HINGE,STRENGTH,"HAMSTRING,GLUTE,CORE,ERECTOR_SPINAE",DEEP_CORE,"CABLE,TRX_RING","CABLE,TRX_RING",COMPOUND,HINGE,LOWER,SAGITTAL,BILATERAL,MODERATE,"CORE_STABILITY,ANTI_ROTATION,HIP_STABILITY",,"HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,HINGE","POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",LUMBAR_STRESS_HIGH,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,HINGE,POSTERIOR_CHAIN,DEADLIFT,POSTERIOR_CHAIN_ACCESSORY,YES,YES,NONE,NONE,NONE,"LOW_BACK,HIP",LOW,LOW,"LOWER_PULL,HINGE,POSTERIOR_CHAIN,HIP_STABILITY","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_4c779df2,케이블 플라이,근력운동,대흉근,전면삼각근/코어,"케이블, 무게*횟수",케이블을 양손으로 모아 가슴을 수축한다. 프레스 후 가슴 볼륨을 보완하는 고립운동이다.,60,케이블_플라이,케이블 플라이,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,"CHEST,ANTERIOR_DELTOID,CORE",DEEP_CORE,CABLE,CABLE,HYBRID,BRACE,UPPER,TRANSVERSE,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION",,TRUNK_CONTROL_SUPPORT,ANTI_ROTATION_STABILITY,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION",ANTI_ROTATION,"CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0,0,VOLUME_LOAD,CORE,CHEST,NONE,CORE_STABILITY,NO,YES,SUPPORTIVE,NONE,ANTI_ROTATION_STABILITY,SHOULDER,HIGH,LOW,ANTI_ROTATION,"FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_5004ca76,린단 참고 페이스 체인지 풋워크,기능성운동,속도변화/풋워크/반응,코트/콘,시간,린단 경기 특성인 템포 변화와 코트 장악을 참고한 드릴이다. 느린 이동에서 급가속으로 전환하는 패턴을 반복한다.,60,badminton_footwork,badminton footwork,PRIMARY,1,FOOTWORK,REACTIVE,CORE,DEEP_CORE,CONE_MARKER,CONE_MARKER,DRILL,ACCELERATE,TRUNK,MULTI_PLANAR,UNILATERAL,NONE,,,BADMINTON_SUPPORT_LIGHT,"FOOTWORK,REACTION,ACCELERATION,DECELERATION","SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,DECELERATION","BADMINTON_COURT,DECELERATION",,MODERATE_LOAD,LONG,0.5,0.5,0.75,0.5,0.75,0,0,0,0,0,QUALITY_BASED,BADMINTON_TEST,CORE,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK_SPEED,FIRST_STEP_REACTION,DECELERATION_CONTROL","KNEE,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,ANKLE_STIFFNESS","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_516f4456,스파이더 컬,근력운동,이두근,전완근,"인클라인 벤치/덤벨 또는 EZ바, 무게*횟수",가슴을 벤치에 기대고 팔을 아래로 늘어뜨린 뒤 컬한다. 반동을 줄이고 상단 수축을 명확히 만든다.,60,bench_press,벤치프레스,PRIMARY,1.22,ISOLATION,HYPERTROPHY,"CHEST,BICEPS,FOREARM",CORE,"BARBELL,DUMBBELL,BENCH","BARBELL,DUMBBELL,BENCH",ISOLATION,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,,,GRIP_FOREARM_SUPPORT,GRIP_FOREARM,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM",GRIP_FOREARM,"ARM_ACCESSORY,BICEPS_ACCESSORY,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0,0.75,VOLUME_LOAD,NONE,CHEST,NONE,GRIP_FOREARM,NO,YES,SUPPORTIVE,NONE,GRIP_ENDURANCE,"ELBOW,WRIST",LOW,LOW,GRIP_FOREARM,"FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,HISTORY_ONLY,HIGH,,NO,,NO,NO
ex_5322f2d1,원암 케이블 트라이셉스 푸시다운,근력운동,삼두근,전완근/코어,"케이블, 한팔 무게*횟수",한 팔씩 케이블을 아래로 밀어 팔꿈치를 편다. 팔꿈치를 몸 옆에 고정해 좌우 삼두 차이를 확인한다.,60,원암_케이블_트라이셉스_푸시다운,원암 케이블 트라이셉스 푸시다운,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,TRICEPS,"FOREARM,CORE",CABLE,CABLE,HYBRID,BRACE,UPPER,SAGITTAL,UNILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION",,TRUNK_CONTROL_SUPPORT|GRIP_FOREARM_SUPPORT,"ANTI_ROTATION_STABILITY,GRIP_FOREARM","SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION,GRIP_FOREARM","GRIP_FOREARM,ANTI_ROTATION","ARM_ACCESSORY,TRICEPS_ISOLATION,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0,0.75,VOLUME_LOAD,CORE,ARMS,NONE,GRIP_FOREARM,NO,YES,SUPPORTIVE,NONE,"ANTI_ROTATION_STABILITY,GRIP_ENDURANCE",ELBOW,HIGH,LOW,"ANTI_ROTATION,UNILATERAL_LOWER","FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_5c8751d2,시티드 카프 레이즈,근력운동,가자미근/종아리,발목안정근,"머신, 무게*횟수",무릎을 굽힌 상태에서 뒤꿈치를 들어 올린다. 코트 푸시와 착지에 필요한 종아리 지구력 보강용이다.,60,시티드_카프_레이즈,시티드 카프 레이즈,PRIMARY,1,ISOLATION,HYPERTROPHY,CALF,CORE,"MACHINE,CONE_MARKER","MACHINE,CONE_MARKER",ISOLATION,BRACE,LOWER,SAGITTAL,BILATERAL,NONE,"KNEE_CONTROL,ANKLE_STABILITY,LANDING_STABILITY",,"LANDING_SUPPORT,BADMINTON_SUPPORT_LIGHT,ANKLE_SSC_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE",SQUAT_PATTERN,"SHOULDER_ACCESSORY,LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0,0,VOLUME_LOAD,NONE,CALVES,NONE,NONE,NO,YES,NONE,NONE,NONE,ANKLE_ACHILLES,LOW,LOW,CALF_ACHILLES,"FATIGUE,HYPERTROPHY_VOLUME,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_5ca7133f,원레그 카프 레이즈,근력운동,비복근/가자미근,발목안정근,"맨몸 또는 덤벨, 한발 횟수",한쪽 발로 뒤꿈치를 들어 올린다. 첫 발 반응과 착지에 필요한 발목 탄성의 좌우 차이를 보기 좋다.,45,원레그_카프_레이즈,원레그 카프 레이즈,PRIMARY,1,ISOLATION,HYPERTROPHY,CALF,CORE,"DUMBBELL,BODYWEIGHT","DUMBBELL,BODYWEIGHT",ISOLATION,BRACE,LOWER,SAGITTAL,UNILATERAL,NONE,"ANKLE_STABILITY,LANDING_STABILITY,SINGLE_LEG_STABILITY",,"LANDING_SUPPORT,ANKLE_SSC_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE",SQUAT_PATTERN,"SHOULDER_ACCESSORY,LEG_ACCESSORY,HYPERTROPHY_ACCESSORY",PLYOMETRIC_JUMP,MEDIUM,0.25,0.25,0,0.75,0,0,0,0,0,0,VOLUME_LOAD,NONE,CALVES,NONE,NONE,NO,YES,NONE,NONE,NONE,ANKLE_ACHILLES,HIGH,LOW,"UNILATERAL_LOWER,CALF_ACHILLES","FATIGUE,HYPERTROPHY_VOLUME,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_6232f4bc,박스 스텝업,기능성운동,하체힘/보행안정성/둔근,낮은 박스,횟수 또는 무게*횟수,낮은 박스에 한 발씩 올라서며 골반과 무릎이 흔들리지 않게 제어한다. 어려운 한발 운동 전 단계로 쓴다.,60,박스_스텝업,박스 스텝업,PRIMARY,1,SQUAT,STABILITY,"GLUTE,DEEP_CORE",CORE,BOX,BOX,COMPOUND,SQUAT,LOWER,SAGITTAL,UNILATERAL,MODERATE,"HIP_STABILITY,PELVIC_STABILITY,KNEE_CONTROL,SINGLE_LEG_STABILITY",,"HIP_STABILITY_SUPPORT,SINGLE_LEG_STRENGTH_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",SINGLE_LEG_BALANCE_DEMAND,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,SQUAT,GLUTES,SQUAT,LOWER_ACCESSORY,YES,YES,NONE,NONE,NONE,"HIP,KNEE",HIGH,LOW,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN,UNILATERAL_LOWER,HIP_STABILITY","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_64422511,랜덤 방향전환 드릴,기능성운동,랜덤반응/방향전환/감속/재출발,콘 또는 코치 신호,시간,무작위 신호에 따라 방향을 바꾸고 멈춘 뒤 다시 출발한다. 첫 스텝과 감속 후 재출발을 함께 훈련한다.,60,랜덤_방향전환_드릴,랜덤 방향전환 드릴,PRIMARY,1,FOOTWORK,REACTIVE,CORE,DEEP_CORE,CONE_MARKER,CONE_MARKER,DRILL,ACCELERATE,TRUNK,MULTI_PLANAR,UNILATERAL,NONE,,,"DECELERATION_SUPPORT,COD_SUPPORT","FOOTWORK,REACTION,DECELERATION","SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE,DECELERATION","BADMINTON_COURT,DECELERATION",,MODERATE_LOAD,LONG,0.5,0.5,0.75,0.5,0.75,0,0,0,0,0,QUALITY_BASED,BADMINTON_TEST,CORE,NONE,BADMINTON_SUPPORT,NO,NO,DIRECT,"MULTI_DIRECTION,FIRST_STEP,REACTION_RANDOM,DECELERATION,RECOVERY_STEP","FOOTWORK_SPEED,FIRST_STEP_REACTION,DECELERATION_CONTROL","KNEE,ANKLE_ACHILLES",HIGH,LOW,"UNILATERAL_LOWER,ANKLE_STIFFNESS","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_644e0f9d,V업,근력운동,복직근,고관절굴곡근/코어,"맨몸, 횟수",팔과 다리를 동시에 들어 몸을 접는다. 허리가 과하게 뜨지 않게 짧은 범위부터 통제한다.,45,v업,v업,PRIMARY,1,ANTI_ROTATION,HYPERTROPHY,CORE,DEEP_CORE,BODYWEIGHT,BODYWEIGHT,HYBRID,BRACE,TRUNK,SAGITTAL,BILATERAL,MODERATE,"CORE_STABILITY,ANTI_ROTATION",,TRUNK_CONTROL_SUPPORT,ANTI_ROTATION_STABILITY,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION","SYSTEMIC,ANTI_ROTATION","ARM_ACCESSORY,HYPERTROPHY_ACCESSORY",LUMBAR_STRESS_HIGH,MEDIUM,0.5,0.5,0,0.75,0,0,0,0.75,0,0,VOLUME_LOAD,CORE,CORE,NONE,CORE_STABILITY,NO,YES,SUPPORTIVE,NONE,ANTI_ROTATION_STABILITY,,HIGH,LOW,ANTI_ROTATION,"FATIGUE,HYPERTROPHY_VOLUME,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_6463edad,딥스,근력운동,대흉근/삼두근,전면삼각근/코어,"평행봉, 횟수 또는 중량",몸을 약간 앞으로 기울여 내려갔다가 밀어 올린다. 고전 보디빌딩 루틴에서 가슴과 삼두 보강에 자주 쓰인다.,90,딥스,딥스,PRIMARY,1,ANTI_ROTATION,STRENGTH,"CHEST,ANTERIOR_DELTOID,TRICEPS,CORE",DEEP_CORE,BODYWEIGHT,BODYWEIGHT,HYBRID,BRACE,UPPER,SAGITTAL,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION",,TRUNK_CONTROL_SUPPORT,ANTI_ROTATION_STABILITY,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,ANTI_ROTATION",ANTI_ROTATION,"ARM_ACCESSORY,TRICEPS_ISOLATION,CHEST_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.5,0.5,0,0.5,0,0,0,0.75,0,0,QUALITY_BASED,CORE,CHEST,NONE,CORE_STABILITY,NO,NO,SUPPORTIVE,NONE,ANTI_ROTATION_STABILITY,"SHOULDER,ELBOW",HIGH,LOW,ANTI_ROTATION,"FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_64644b5e,런지,근력운동,대퇴사두근/둔근,햄스트링/코어,"덤벨 또는 맨몸, 무게*횟수","런지: 자세와 관절 정렬을 유지한 채 반복한다. 주동근은 대퇴사두근/둔근이고, 햄스트링/코어이 흔들리지 않게 보조한다.",90,lunge,lunge,PRIMARY,1,SQUAT,STRENGTH,"QUADRICEPS,HAMSTRING,GLUTE,CORE",DEEP_CORE,"DUMBBELL,TRX_RING,BODYWEIGHT","DUMBBELL,TRX_RING,BODYWEIGHT",COMPOUND,SQUAT,LOWER,SAGITTAL,UNILATERAL,MODERATE,"CORE_STABILITY,ANTI_ROTATION,HIP_STABILITY",,"DECELERATION_SUPPORT,HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","LEG_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,SQUAT,QUADS,SQUAT,LOWER_ACCESSORY,YES,YES,NONE,NONE,NONE,"HIP,KNEE",HIGH,LOW,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN,UNILATERAL_LOWER,HIP_STABILITY,KNEE_CONTROL","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_64661229,월싯,근력운동,대퇴사두근,둔근/코어,"벽, 시간",벽에 등을 기대고 무릎을 굽힌 상태로 버틴다. 무릎 각도와 허리 위치를 일정하게 유지한다.,45,월싯,월싯,PRIMARY,1,SQUAT,STRENGTH,"BACK,QUADRICEPS,GLUTE,CORE",DEEP_CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,SQUAT,WHOLE_BODY,SAGITTAL,BILATERAL,MODERATE,"CORE_STABILITY,ANTI_ROTATION,HIP_STABILITY,KNEE_CONTROL",,"HIP_STABILITY_SUPPORT,TRUNK_CONTROL_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","BACK_ACCESSORY,LEG_ACCESSORY,POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",LUMBAR_STRESS_HIGH,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,SQUAT,BACK,SQUAT,LOWER_ACCESSORY,YES,YES,NONE,NONE,NONE,"HIP,KNEE",LOW,LOW,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN,HIP_STABILITY,KNEE_CONTROL","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_6466fe77,친업,근력운동,광배근/이두근,전완근/코어,"맨몸 또는 중량, 횟수",손바닥이 몸을 향하게 잡고 가슴을 바까지 당긴다. 팔꿈치 굴곡과 등 통합 힘을 함께 기른다.,90,weighted_pullup,중량 풀업,PRIMARY,1,PULL_HORIZONTAL,STRENGTH,"CHEST,LAT,BACK,BICEPS,FOREARM,CORE",DEEP_CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,PULL,UPPER,FRONTAL,BILATERAL,NONE,"CORE_STABILITY,ANTI_ROTATION",,"TRUNK_CONTROL_SUPPORT,GRIP_FOREARM_SUPPORT",GRIP_FOREARM,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE,GRIP_FOREARM","UPPER_PULL,GRIP_FOREARM","ARM_ACCESSORY,CHEST_ACCESSORY,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,SHORT,0.5,0.5,0,0.5,0,0,0,0,0,0.75,ESTIMATED_1RM,UPPER_PULL_HORIZONTAL,CHEST,ROW,GRIP_FOREARM,YES,YES,SUPPORTIVE,NONE,GRIP_ENDURANCE,"ELBOW,WRIST",LOW,LOW,"UPPER_PULL,SCAPULAR_STABILITY,GRIP_FOREARM","FATIGUE,STRENGTH_PROGRESS,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_681d9ed2,러닝,유산소운동,중강도,30분,시간/거리/페이스,러닝: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 중강도 기준으로 무리 없이 조절한다.,30,cardio,cardio,PRIMARY,1,LOCOMOTION,CONDITIONING,"CALF,QUADRICEPS,HAMSTRING",CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,ACCELERATE,WHOLE_BODY,SAGITTAL,BILATERAL,NONE,,,,CONDITIONING,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE",BADMINTON_COURT,,MODERATE_LOAD,MEDIUM,0.5,0.5,0.5,0.5,0,0,0,0,0,0,TIME_OR_DISTANCE,NONE,QUADS,NONE,BADMINTON_SUPPORT,NO,NO,GENERAL,RECOVERY_STEP,CONDITIONING,"KNEE,ANKLE_ACHILLES",HIGH,LOW,"CALF_ACHILLES,KNEE_CONTROL","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_681eed4a,수영,유산소운동,중강도,30분,시간/거리,수영: 호흡과 페이스를 일정하게 유지하며 수행한다. 강도는 중강도 기준으로 무리 없이 조절한다.,45,cardio,cardio,PRIMARY,1,LOCOMOTION,CONDITIONING,"CALF,QUADRICEPS,HAMSTRING",CORE,BODYWEIGHT,BODYWEIGHT,COMPOUND,ACCELERATE,WHOLE_BODY,SAGITTAL,BILATERAL,NONE,,,,CONDITIONING,"SYSTEMIC,NEURAL_HEAVY,NEURAL_SPEED,LOCAL_MUSCLE",BADMINTON_COURT,,MODERATE_LOAD,MEDIUM,0.5,0.5,0.5,0.5,0,0,0,0,0,0,TIME_OR_DISTANCE,NONE,QUADS,NONE,BADMINTON_SUPPORT,NO,NO,GENERAL,RECOVERY_STEP,CONDITIONING,"KNEE,ANKLE_ACHILLES",HIGH,LOW,"CALF_ACHILLES,KNEE_CONTROL","FATIGUE,BADMINTON_TRANSFER,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_69a56484,래터럴 스텝다운,기능성운동,무릎제어/둔근/편측제어,박스,횟수,박스 위에서 한쪽 다리로 버티며 반대 발을 옆으로 낮춘다. 무릎이 안쪽으로 무너지지 않게 제어하는 훈련이다.,60,래터럴_스텝다운,래터럴 스텝다운,PRIMARY,1,SQUAT,STABILITY,GLUTE,CORE,BOX,BOX,COMPOUND,SQUAT,LOWER,FRONTAL,UNILATERAL,MODERATE,"HIP_STABILITY,KNEE_CONTROL,SINGLE_LEG_STABILITY",,"DECELERATION_SUPPORT,HIP_STABILITY_SUPPORT",NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,HEAVY_LOWER,SQUAT_PATTERN","POSTERIOR_CHAIN_ACCESSORY,HYPERTROPHY_ACCESSORY",MODERATE_LOAD,VERY_LONG,0.75,0.75,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,SQUAT,GLUTES,SQUAT,LOWER_ACCESSORY,YES,YES,NONE,NONE,NONE,"HIP,KNEE",HIGH,LOW,"LOWER_PUSH,SQUAT_PATTERN,ANTERIOR_CHAIN,UNILATERAL_LOWER,HIP_STABILITY","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
ex_6a966452,체스트 서포티드 원암 덤벨 로우,근력운동,광배근/능형근,후면삼각근/이두근,"인클라인 벤치/덤벨, 한팔 무게*횟수",가슴을 벤치에 기대고 한 팔씩 당긴다. 허리 반동을 줄여 등 수축과 좌우 차이를 더 깔끔하게 기록할 수 있다.,75,bench_press,벤치프레스,PRIMARY,1.22,PULL_HORIZONTAL,STRENGTH,"CHEST,LAT,BACK,RHOMBOID,REAR_DELT,BICEPS",CORE,"DUMBBELL,BENCH","DUMBBELL,BENCH",COMPOUND,PULL,UPPER,TRANSVERSE,UNILATERAL,MODERATE,,,,NONE,"SYSTEMIC,NEURAL_HEAVY,LOCAL_MUSCLE","SYSTEMIC,UPPER_PULL","ARM_ACCESSORY,CHEST_ACCESSORY,BACK_ACCESSORY,HYPERTROPHY_ACCESSORY",LUMBAR_STRESS_HIGH,SHORT,0.5,0.5,0,0.5,0,0,0,0,0,0,ESTIMATED_1RM,UPPER_PULL_HORIZONTAL,CHEST,ROW,UPPER_PULL_ACCESSORY,YES,YES,NONE,NONE,NONE,ELBOW,HIGH,LOW,"UPPER_PULL,UNILATERAL_UPPER,SCAPULAR_STABILITY","FATIGUE,STRENGTH_PROGRESS,BALANCE",TRAINING_EXERCISE,PROGRAM_SELECTABLE,HIGH,,YES,,NO,NO
