"exerciseName","stableKey","currentCategoryType","estimatedMovementFamily","estimatedFamilyConfidence","estimateReason","missingDetailedMuscleTag","missingMuscleContribution","missingProgramSlot","missingRedundancyGroup","suspiciousSportSessionProgramSelectable","badmintonDirectPlayConflict","highAxialPlyometricDecelerationConflict","sourceIdIssue","sourceIds","automaticFixPossible","manualReviewRequired","manualReviewReasons"
"월싯","ex_64661229","category=근력운동; movement_category=STRENGTH; force_type=LOWER_BODY; movement_pattern=KNEE_DOMINANT|LOWER_BODY_STRENGTH","LEG_PRESS_KNEE_DOMINANT_MACHINE_VARIANTS","MEDIUM","knee-dominant lower body structured metadata","QUADRICEPS, RECTUS_FEMORIS | secondary: GLUTE_MAX, HAMSTRINGS, GASTROCNEMIUS | stabilizers: DEEP_CORE, GLUTE_MED_MIN","QUADRICEPS 0.40, RECTUS_FEMORIS 0.12, GLUTE_MAX 0.18, HAMSTRINGS 0.08, GASTROCNEMIUS 0.05, GLUTE_MED_MIN 0.05, DEEP_CORE 0.05, HIP_ADDUCTORS 0.07","LOWER_MACHINE_STRENGTH","KNEE_DOMINANT_MACHINE","NO","NO","NO","NO","A_OPENSTAX_11_6|B_ACSM_2009_PMID19204579","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE"
"인버티드 로우","ex_e159d15a","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|CORE_STABILITY_SUPPORT","ROW_VARIANTS","HIGH","horizontal pull structured metadata","LATISSIMUS_DORSI, RHOMBOIDS, TRAPEZIUS_MIDDLE | secondary: POSTERIOR_DELTOID, BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS | stabilizers: TRAPEZIUS_LOWER, ROTATOR_CUFF_EXTERNAL, GRIP_FLEXORS, DEEP_CORE, OBLIQUES","LATISSIMUS_DORSI 0.25, RHOMBOIDS 0.15, TRAPEZIUS_MIDDLE 0.15, POSTERIOR_DELTOID 0.12, BICEPS_BRACHII 0.10, BRACHIALIS 0.05, BRACHIORADIALIS 0.04, GRIP_FLEXORS 0.05, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.03, OBLIQUES 0.02","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","A_OPENSTAX_11_5|C_INVERTED_ROW_EMG_SNARR_ESCO_2013|D_SCAP_ROTATOR_CUFF_PMC2857390","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW"
"인클라인 덤벨 컬","ex_d5048362","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","BICEPS_TRICEPS_ISOLATION_VARIANTS","HIGH","arm isolation structured metadata","BICEPS_BRACHII or TRICEPS_BRACHII | secondary: BRACHIALIS, BRACHIORADIALIS, FOREARM_FLEXORS, FOREARM_EXTENSORS, GRIP_FLEXORS | stabilizers: DEEP_CORE","target arm muscle 0.55, BRACHIALIS 0.10, BRACHIORADIALIS 0.08, FOREARM_FLEXORS 0.08, FOREARM_EXTENSORS 0.05, GRIP_FLEXORS 0.07, DEEP_CORE 0.07","ARM_ACCESSORY","ARM_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"인클라인 덤벨 프레스","ex_a61f1e96","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"인클라인 덤벨 플라이","ex_a61f307a","category=근력운동; movement_category=ACCESSORY; force_type=PUSH; movement_pattern=CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","CHEST_ISOLATION_REVIEW","MEDIUM","chest fly subtype; bench family needs manual subtype review","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"중량 친업","ex_e41e8dcf","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL|MAX_STRENGTH","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","HIGH","vertical pull structured metadata","LATISSIMUS_DORSI, TERES_MAJOR | secondary: BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS, TRAPEZIUS_LOWER, TRAPEZIUS_MIDDLE | stabilizers: GRIP_FLEXORS, DEEP_CORE, ROTATOR_CUFF_EXTERNAL","LATISSIMUS_DORSI 0.32, TERES_MAJOR 0.10, BICEPS_BRACHII 0.14, BRACHIALIS 0.07, BRACHIORADIALIS 0.06, TRAPEZIUS_LOWER 0.08, TRAPEZIUS_MIDDLE 0.06, GRIP_FLEXORS 0.08, DEEP_CORE 0.05, ROTATOR_CUFF_EXTERNAL 0.04","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"중량 풀업","ex_e41f4c2b","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL|MAX_STRENGTH","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","HIGH","vertical pull structured metadata","LATISSIMUS_DORSI, TERES_MAJOR | secondary: BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS, TRAPEZIUS_LOWER, TRAPEZIUS_MIDDLE | stabilizers: GRIP_FLEXORS, DEEP_CORE, ROTATOR_CUFF_EXTERNAL","LATISSIMUS_DORSI 0.32, TERES_MAJOR 0.10, BICEPS_BRACHII 0.14, BRACHIALIS 0.07, BRACHIORADIALIS 0.06, TRAPEZIUS_LOWER 0.08, TRAPEZIUS_MIDDLE 0.06, GRIP_FLEXORS 0.08, DEEP_CORE 0.05, ROTATOR_CUFF_EXTERNAL 0.04","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"체스트 서포티드 로우","ex_8e51640a","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"체스트 서포티드 원암 덤벨 로우","ex_6a966452","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"체스트 서포티드 원암 로우","ex_462c760e","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
"친업","ex_6466fe77","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_VERTICAL|BACK_STRENGTH|SCAPULAR_CONTROL","PULL_UP_CHIN_UP_LAT_PULLDOWN_VARIANTS","HIGH","vertical pull structured metadata","LATISSIMUS_DORSI, TERES_MAJOR | secondary: BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS, TRAPEZIUS_LOWER, TRAPEZIUS_MIDDLE | stabilizers: GRIP_FLEXORS, DEEP_CORE, ROTATOR_CUFF_EXTERNAL","LATISSIMUS_DORSI 0.32, TERES_MAJOR 0.10, BICEPS_BRACHII 0.14, BRACHIALIS 0.07, BRACHIORADIALIS 0.06, TRAPEZIUS_LOWER 0.08, TRAPEZIUS_MIDDLE 0.06, GRIP_FLEXORS 0.08, DEEP_CORE 0.05, ROTATOR_CUFF_EXTERNAL 0.04","VERTICAL_PULL_STRENGTH","VERTICAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|C_LAT_PULLDOWN_EMG_PMC449729|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"카프 레이즈","ex_f892893e","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=CALF_ANKLE_STRENGTH|ANKLE_STIFFNESS_SUPPORT","CALF_RAISE_ANKLE_STIFFNESS_VARIANTS","HIGH","calf/ankle subtype token","GASTROCNEMIUS, SOLEUS | secondary: TIBIALIS_ANTERIOR | stabilizers: DEEP_CORE","GASTROCNEMIUS 0.35, SOLEUS 0.30, TIBIALIS_ANTERIOR 0.10, DEEP_CORE 0.05, GLUTE_MED_MIN 0.05, QUADRICEPS 0.05, HAMSTRINGS 0.05, HIP_ADDUCTORS 0.05","ANKLE_CALF_SUPPORT","CALF_ACHILLES_ANKLE_STIFFNESS","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_LUNGE_PMC7648456","A_OPENSTAX_11_6|E_BADMINTON_LUNGE_PMC7648456","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"캡틴체어 레그 레이즈","ex_a345e30b","category=근력운동; movement_category=ACCESSORY; force_type=CORE; movement_pattern=CORE_FLEXION|ANTERIOR_CORE|HIP_FLEXOR_ACCESSORY","ANTI_ROTATION_ANTI_EXTENSION_CORE_VARIANTS","MEDIUM","core structured metadata","DEEP_CORE, OBLIQUES, RECTUS_ABDOMINIS | secondary: GLUTE_MAX, GLUTE_MED_MIN, SERRATUS_ANTERIOR | stabilizers: ERECTOR_SPINAE, ROTATOR_CUFF_EXTERNAL, HIP_ADDUCTORS","DEEP_CORE 0.30, OBLIQUES 0.25, RECTUS_ABDOMINIS 0.15, GLUTE_MED_MIN 0.08, GLUTE_MAX 0.07, SERRATUS_ANTERIOR 0.05, ERECTOR_SPINAE 0.05, HIP_ADDUCTORS 0.05","CORE_STABILITY","TRUNK_ANTI_MOVEMENT","NO","NO","NO","NO","A_OPENSTAX_10_2|E_CORE_BADMINTON_META_PMC11168634","PARTIAL","YES","LOW_OR_MEDIUM_FAMILY_CONFIDENCE"
"컨센트레이션 컬","ex_c62c0716","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BICEPS_ISOLATION_STRICT","BICEPS_TRICEPS_ISOLATION_VARIANTS","HIGH","arm isolation structured metadata","BICEPS_BRACHII or TRICEPS_BRACHII | secondary: BRACHIALIS, BRACHIORADIALIS, FOREARM_FLEXORS, FOREARM_EXTENSORS, GRIP_FLEXORS | stabilizers: DEEP_CORE","target arm muscle 0.55, BRACHIALIS 0.10, BRACHIORADIALIS 0.08, FOREARM_FLEXORS 0.08, FOREARM_EXTENSORS 0.05, GRIP_FLEXORS 0.07, DEEP_CORE 0.07","ARM_ACCESSORY","ARM_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"케이블 래터럴 레이즈","ex_b76d3f92","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=SHOULDER_ABDUCTION|SHOULDER_ISOLATION|SHOULDER_ACCESSORY","LATERAL_RAISE_REAR_DELT_RAISE_VARIANTS","HIGH","deltoid isolation structured metadata","LATERAL_DELTOID, POSTERIOR_DELTOID | secondary: TRAPEZIUS_UPPER, TRAPEZIUS_MIDDLE, ROTATOR_CUFF_EXTERNAL | stabilizers: SERRATUS_ANTERIOR, DEEP_CORE","LATERAL_DELTOID 0.35, POSTERIOR_DELTOID 0.25, TRAPEZIUS_UPPER 0.10, TRAPEZIUS_MIDDLE 0.08, ROTATOR_CUFF_EXTERNAL 0.10, SERRATUS_ANTERIOR 0.07, DEEP_CORE 0.05","SHOULDER_ACCESSORY","DELTOID_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","A_OPENSTAX_11_5|D_SCAP_ROTATOR_CUFF_PMC2857390","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"케이블 로우","ex_fa31f7a6","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION","ROW_VARIANTS","HIGH","horizontal pull structured metadata","LATISSIMUS_DORSI, RHOMBOIDS, TRAPEZIUS_MIDDLE | secondary: POSTERIOR_DELTOID, BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS | stabilizers: TRAPEZIUS_LOWER, ROTATOR_CUFF_EXTERNAL, GRIP_FLEXORS, DEEP_CORE, OBLIQUES","LATISSIMUS_DORSI 0.25, RHOMBOIDS 0.15, TRAPEZIUS_MIDDLE 0.15, POSTERIOR_DELTOID 0.12, BICEPS_BRACHII 0.10, BRACHIALIS 0.05, BRACHIORADIALIS 0.04, GRIP_FLEXORS 0.05, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.03, OBLIQUES 0.02","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","A_OPENSTAX_11_5|C_INVERTED_ROW_EMG_SNARR_ESCO_2013|D_SCAP_ROTATOR_CUFF_PMC2857390","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW"
"케이블 원암 로우","ex_3c3692aa","category=근력운동; movement_category=STRENGTH; force_type=PULL; movement_pattern=PULL_HORIZONTAL|BACK_STRENGTH|SCAPULAR_RETRACTION|UNILATERAL_UPPER","ROW_VARIANTS","HIGH","horizontal pull structured metadata","LATISSIMUS_DORSI, RHOMBOIDS, TRAPEZIUS_MIDDLE | secondary: POSTERIOR_DELTOID, BICEPS_BRACHII, BRACHIALIS, BRACHIORADIALIS | stabilizers: TRAPEZIUS_LOWER, ROTATOR_CUFF_EXTERNAL, GRIP_FLEXORS, DEEP_CORE, OBLIQUES","LATISSIMUS_DORSI 0.25, RHOMBOIDS 0.15, TRAPEZIUS_MIDDLE 0.15, POSTERIOR_DELTOID 0.12, BICEPS_BRACHII 0.10, BRACHIALIS 0.05, BRACHIORADIALIS 0.04, GRIP_FLEXORS 0.05, TRAPEZIUS_LOWER 0.04, DEEP_CORE 0.03, OBLIQUES 0.02","HORIZONTAL_PULL_STRENGTH","HORIZONTAL_PULL_COMPOUND","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:D_SCAP_ROTATOR_CUFF_PMC2857390","A_OPENSTAX_11_5|C_INVERTED_ROW_EMG_SNARR_ESCO_2013|D_SCAP_ROTATOR_CUFF_PMC2857390","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW|ROW_SUBTYPE_MANUAL_REVIEW"
"케이블 원암 트라이셉스 익스텐션","ex_eb636bac","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_EXTENSION|TRICEPS_ISOLATION|ARM_ACCESSORY|UNILATERAL_UPPER","BICEPS_TRICEPS_ISOLATION_VARIANTS","HIGH","arm isolation structured metadata","BICEPS_BRACHII or TRICEPS_BRACHII | secondary: BRACHIALIS, BRACHIORADIALIS, FOREARM_FLEXORS, FOREARM_EXTENSORS, GRIP_FLEXORS | stabilizers: DEEP_CORE","target arm muscle 0.55, BRACHIALIS 0.10, BRACHIORADIALIS 0.08, FOREARM_FLEXORS 0.08, FOREARM_EXTENSORS 0.05, GRIP_FLEXORS 0.07, DEEP_CORE 0.07","ARM_ACCESSORY","ARM_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"케이블 컬","ex_e709eeda","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT","BICEPS_TRICEPS_ISOLATION_VARIANTS","HIGH","arm isolation structured metadata","BICEPS_BRACHII or TRICEPS_BRACHII | secondary: BRACHIALIS, BRACHIORADIALIS, FOREARM_FLEXORS, FOREARM_EXTENSORS, GRIP_FLEXORS | stabilizers: DEEP_CORE","target arm muscle 0.55, BRACHIALIS 0.10, BRACHIORADIALIS 0.08, FOREARM_FLEXORS 0.08, FOREARM_EXTENSORS 0.05, GRIP_FLEXORS 0.07, DEEP_CORE 0.07","ARM_ACCESSORY","ARM_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"케이블 킥백","ex_fa34ddfe","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=HIP_EXTENSION|GLUTE_ISOLATION|POSTERIOR_CHAIN_ACCESSORY|UNILATERAL_LOWER","HIP_THRUST_GLUTE_BRIDGE_VARIANTS","HIGH","hip extension / glute strength structured metadata","GLUTE_MAX | secondary: HAMSTRINGS, GLUTE_MED_MIN, HIP_ADDUCTORS | stabilizers: DEEP_CORE, OBLIQUES","GLUTE_MAX 0.45, HAMSTRINGS 0.15, GLUTE_MED_MIN 0.12, HIP_ADDUCTORS 0.08, DEEP_CORE 0.10, OBLIQUES 0.05, QUADRICEPS 0.05","GLUTE_POSTERIOR_CHAIN_ACCESSORY","HIP_THRUST_GLUTE","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:C_GLUTE_REHAB_EMG_PMC3201064","C_HIP_THRUST_REVIEW_PMC6544005|C_GLUTE_MAX_REVIEW_PMC7039033|C_GLUTE_REHAB_EMG_PMC3201064","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"케이블 풀스루","ex_4c76dbb2","category=근력운동; movement_category=STRENGTH; force_type=HINGE; movement_pattern=HIP_HINGE|POSTERIOR_CHAIN_STRENGTH","DEADLIFT_HINGE_VARIANTS","HIGH","hinge structured metadata","GLUTE_MAX, HAMSTRINGS, ERECTOR_SPINAE | secondary: LATISSIMUS_DORSI, GRIP_FLEXORS, TRAPEZIUS_MIDDLE, DEEP_CORE | stabilizers: GLUTE_MED_MIN, OBLIQUES, RHOMBOIDS","GLUTE_MAX 0.25, HAMSTRINGS 0.25, ERECTOR_SPINAE 0.20, LATISSIMUS_DORSI 0.08, GRIP_FLEXORS 0.07, DEEP_CORE 0.07, TRAPEZIUS_MIDDLE 0.04, GLUTE_MED_MIN 0.04","MAIN_HINGE_STRENGTH or POSTERIOR_CHAIN_ACCESSORY","HEAVY_HINGE","NO","NO","NO","NO","A_OPENSTAX_11_6|C_DEADLIFT_EMG_PMC7046193|C_GLUTE_MAX_REVIEW_PMC7039033","YES_TEMPLATE_DEFAULTS","NO",""
"케이블 플라이","ex_4c779df2","category=근력운동; movement_category=ACCESSORY; force_type=PUSH; movement_pattern=CHEST_FLY|CHEST_ACCESSORY|SHOULDER_HORIZONTAL_ADDUCTION","CHEST_ISOLATION_REVIEW","MEDIUM","chest fly subtype; bench family needs manual subtype review","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO_TEMPLATE_MATCH","NO","NO","NO","MISSING_SOURCE_ID","","NO","YES","NO_TEMPLATE_MATCH|LOW_OR_MEDIUM_FAMILY_CONFIDENCE|SOURCE_REVIEW"
"크로스바디 해머 컬","ex_b69ab702","category=근력운동; movement_category=ACCESSORY; force_type=ISOLATION; movement_pattern=ELBOW_FLEXION|BICEPS_ACCESSORY|FOREARM_GRIP_SUPPORT|BRACHIALIS_BRACHIORADIALIS","BICEPS_TRICEPS_ISOLATION_VARIANTS","HIGH","arm isolation structured metadata","BICEPS_BRACHII or TRICEPS_BRACHII | secondary: BRACHIALIS, BRACHIORADIALIS, FOREARM_FLEXORS, FOREARM_EXTENSORS, GRIP_FLEXORS | stabilizers: DEEP_CORE","target arm muscle 0.55, BRACHIALIS 0.10, BRACHIORADIALIS 0.08, FOREARM_FLEXORS 0.08, FOREARM_EXTENSORS 0.05, GRIP_FLEXORS 0.07, DEEP_CORE 0.07","ARM_ACCESSORY","ARM_ISOLATION","NO","NO","NO","USES_NEEDS_NETWORK_RECHECK_SOURCE:E_BADMINTON_INJURY_PMC7205924","A_OPENSTAX_11_5|E_BADMINTON_INJURY_PMC7205924","PARTIAL_TEMPLATE_DEFAULTS_WITH_REVIEW","YES","SOURCE_REVIEW"
"클로즈그립 벤치프레스","ex_27b3deb5","category=근력운동; movement_category=STRENGTH; force_type=PUSH; movement_pattern=PUSH_HORIZONTAL|CHEST_STRENGTH","BENCH_PRESS_DUMBBELL_PRESS_MACHINE_PRESS_VARIANTS","HIGH","horizontal push structured metadata","PECTORALIS_MAJOR_STERNAL, PECTORALIS_MAJOR_CLAVICULAR, ANTERIOR_DELTOID | secondary: TRICEPS_BRACHII, SERRATUS_ANTERIOR | stabilizers: ROTATOR_CUFF_EXTERNAL, ROTATOR_CUFF_INTERNAL, DEEP_CORE","PECTORALIS_MAJOR_STERNAL 0.30, PECTORALIS_MAJOR_CLAVICULAR 0.15, ANTERIOR_DELTOID 0.20, TRICEPS_BRACHII 0.20, SERRATUS_ANTERIOR 0.05, ROTATOR_CUFF_EXTERNAL 0.05, DEEP_CORE 0.05","UPPER_PUSH_STRENGTH","HORIZONTAL_PUSH_COMPOUND","NO","NO","NO","NO","A_OPENSTAX_11_5|C_BENCH_INCLINE_EMG_PMC7579505|B_ACSM_2009_PMID19204579","YES_TEMPLATE_DEFAULTS","NO",""
